mot,score
pront,3.37293312875337
prent,3.407532690022737
inces,3.715991083537353
plait,3.7852453142665
frons,3.811130109595754
imant,3.817952703163306
brent,3.822399239083228
ments,3.8319125818462236
suble,3.8590326135804895
mique,3.9478387239179966
saiez,3.9521055978699278
ation,3.9845967232310526
pents,4.003040166523838
saites,4.013075985602579
inges,4.025752816228175
relle,4.063235067859454
reurs,4.078320038458454
quent,4.084022879496348
ences,4.087993130617008
siont,4.109705404844827
stent,4.122337385395657
cates,4.170563618583756
comes,4.171291162025198
alles,4.18185518026832
lants,4.209977951130273
drait,4.210447279284397
calis,4.232678203683474
bards,4.237956433020679
tries,4.246097648287638
saies,4.267596030810454
comit,4.2898855262581765
stant,4.2916177698946
pules,4.292785750823613
mours,4.29279214378467
crais,4.338865689046631
quait,4.4173965509999045
cones,4.429240770573595
exons,4.4705726885614
asient,4.501324143831261
clais,4.505202015885044
glait,4.50877503419177
vales,4.520409720244505
gront,4.535731060696482
inaie,4.542983455512233
saite,4.544782122625399
fores,4.547353525140325
trion,4.557669812372752
cares,4.562397783727761
sonts,4.57953616861094
atter,4.6058053134647245
motes,4.620918785868085
flons,4.632468352289599
dives,4.637106195105763
prots,4.640535818090758
acces,4.664619464926512
paque,4.671750951706605
adait,4.677076150829299
semes,4.680496742492391
enturs,4.698480063868064
soues,4.699147303062674
enait,4.700476720402815
souit,4.707256434904146
lages,4.718389728460176
potte,4.736209430805287
entai,4.745609410909608
coris,4.757206360376527
abons,4.78080990342462
dices,4.784248940729492
polle,4.794277756798387
bable,4.801177556871019
humes,4.807999265011823
clent,4.811046158231207
encer,4.820990716995067
emets,4.826063691038997
maier,4.82877895746772
cides,4.839720774415223
taier,4.874687913760114
taque,4.880062483661467
marte,4.885568189295134
emeur,4.903326036721273
ordes,4.908961907011991
hales,4.914575894716638
alons,4.9322008830416895
reles,4.94857684924801
proit,4.964782668672545
laier,4.972473848385854
poris,4.998966307981634
sumes,5.023351015752064
lates,5.041260060590444
sonse,5.045777179606914
faier,5.068350575297829
remen,5.075286653007725
pesses,5.079050382017449
trifs,5.09490044059726
aphis,5.095864028172306
surds,5.109884156618892
inier,5.11188996215712
laiers,5.1256129595188265
reint,5.1335480586391755
geait,5.137472147075046
catie,5.140972023738038
mutes,5.144428378143428
appos,5.149680114805061
valit,5.153685770283858
sique,5.153747219858218
laise,5.156663599706821
talis,5.158358723411935
inens,5.158607116382202
excle,5.1844156716483605
fales,5.193785579291995
baier,5.196856865799643
veurs,5.200383802968446
bruse,5.216335182023868
hages,5.246815784866343
trale,5.275384536118935
morit,5.284135590282079
fuges,5.289968807013305
orter,5.302075832773874
toire,5.306897060707065
arrez,5.30966977895921
souls,5.310229281782962
calie,5.312280705757468
baiers,5.327433358839187
trues,5.339740484142114
sanne,5.355535379270077
prers,5.361094085996978
exise,5.3655081288585595
peris,5.372026909305574
volit,5.376202986508037
coser,5.393358903658712
angons,5.394793236622114
maces,5.402823091557028
viait,5.439358014568729
suras,5.4439465046022475
batie,5.461140676799753
jusse,5.463503885130678
cadmis,5.46365384281394
forins,5.469640302462575
abait,5.482008589307661
balie,5.486720558323225
dules,5.488546728038367
stint,5.496002442377711
ocons,5.5083886727017175
trote,5.5134892844446854
dores,5.530996146502744
suile,5.546730198910664
morme,5.551784661978243
asait,5.566494253948651
goues,5.574180208497048
aiens,5.600402893251497
suise,5.60842472247586
dints,5.615333045859974
hyses,5.6190717280780245
coint,5.620206275674171
filit,5.636408843855473
colot,5.638377415936275
maras,5.6515983051699346
surra,5.66261416997715
piter,5.680972098024975
vaise,5.684257251979538
opant,5.68439660393582
sulai,5.68927659580596
couil,5.703276033342126
plour,5.705502201829992
apire,5.712571860097584
praie,5.723086530117929
posis,5.725572109704108
couta,5.7617030132862
baits,5.762359555313236
ulait,5.766374886350173
tabit,5.766982311647875
chete,5.779355934824249
borai,5.77973103784342
moses,5.806010571910106
nules,5.818013493740654
sause,5.820676392349593
gores,5.832113505879909
extit,5.834297479932121
manai,5.835579708940201
opons,5.839228735480376
quans,5.844818568051014
pande,5.860162634835453
abous,5.862032443789936
suaie,5.864175200676452
parmin,5.875713600680477
supie,5.877258403732721
muste,5.9200246839048
macte,5.923543151863172
camme,5.953901348908287
modur,5.9837388443461075
polai,5.997967301363547
roste,6.002118618744203
brien,6.026200735766503
sumer,6.026438181129694
motez,6.030268129338495
spose,6.037000787155451
embai,6.048668532162683
gines,6.061380173059868
ennis,6.072438740030422
cavis,6.074019155246383
patue,6.0742278118882025
moura,6.0831624302926715
fanis,6.17243992752801
toies,6.190236270003245
migue,6.19105542655081
agnai,6.199826559059237
dorit,6.202788073159186
faien,6.207896128578819
gaite,6.217107019979439
pridit,6.227280886163484
haisai,6.252145782830826
crute,6.252685998144562
harie,6.253257213807187
missa,6.265161612056429
dence,6.283895371284063
zines,6.333275229069506
frous,6.40303460645543
coirs,6.409289340020714
voure,6.419974425903386
pidit,6.428152729339227
apule,6.432638279115622
voier,6.444279487607215
vinies,6.446460235205108
fline,6.456563884963521
faira,6.4675827469116385
maxes,6.468378575403309
talie,6.474068710423078
chase,6.475059809737575
jaies,6.4832056314716455
ameur,6.484238150060024
previe,6.539675876627617
jurne,6.543752734312357
rejait,6.555759325646822
nuais,6.583133568202439
guans,6.606225796479285
cousif,6.6358348110122165
miler,6.643010256406713
ropes,6.681340833432458
jares,6.68673972234258
mogit,6.694810475087646
palon,6.7067326670748555
casis,6.720007244494002
tuaie,6.725143567322147
giners,6.776695308445729
ausiez,6.777629745992158
ditit,6.781257151840244
naieus,6.784348623507049
aunis,6.784802431552958
feche,6.787778713202435
duemes,6.7915108959716814
pauds,6.813978722633817
floge,6.822750887433275
nolon,6.845553398430816
abors,6.847987775195244
tivez,6.854016415559191
athes,6.856917102760261
ister,6.88924941796766
paqua,6.906899689117429
embie,6.909199528746271
cropon,6.946704496282323
hoper,6.984748041937966
amide,7.003997444565964
apore,7.014469713607264
leras,7.04435387534064
conti,7.046917432446818
lirer,7.054650837526126
acais,7.05702005978949
nisai,7.057820501771944
jarai,7.110883784413827
nieur,7.131600886911811
busit,7.142511268651118
attele,7.142775759151466
redif,7.143317336512299
panon,7.180294528199924
sugins,7.208553165281982
bunis,7.215703156835962
cuera,7.218743947635897
mierie,7.233868945843555
duait,7.271583161095093
tylais,7.298706162524005
caugis,7.302534027607928
pudras,7.331357607617103
luont,7.335611555197334
infair,7.346593286801674
colou,7.360958733660749
poien,7.382965773960813
ainer,7.396252626151916
crang,7.39729338001547
rutis,7.402495673348655
gouez,7.436640165793112
expet,7.491417440320042
acial,7.50284074737242
delis,7.580825735407704
donai,7.596033691890512
emenc,7.611028122784793
affri,7.629276992788525
enuis,7.630845270764084
pluai,7.633131153081324
valita,7.640045101605288
puers,7.696847524973665
raime,7.699765127461982
watis,7.708984511120509
cypes,7.7703989571369565
mogien,7.773200147276004
ranna,7.773382781834791
somen,7.782362761339145
pidon,7.788942358496347
lutra,7.855972202339819
mozes,7.856315258972084
ideus,7.8783014331753
claxe,7.9314315855365
pormi,7.931861562146452
caleu,7.936072920028778
syston,7.9758891517980945
londa,7.982448602030895
sians,8.045862962093027
ouills,8.052794227931845
ulemen,8.061129766773814
pallus,8.125784921520593
majou,8.147097529219229
sucin,8.16523488397564
auvie,8.217186424791198
suita,8.222116895793947
rophoigit,8.228598540509333
cagel,8.245033966242769
ouvie,8.267894048705424
ospine,8.271448195938463
potra,8.292656934770546
sarbon,8.342336647182265
brala,8.351669070450106
nouil,8.354953553210194
croni,8.435767325430586
cools,8.458816666090353
skion,8.461603659239191
stasez,8.485380136781837
colfs,8.488482248715293
rapta,8.493680305538174
ceais,8.510413178503283
jaron,8.51776951687875
aruis,8.532613297934404
renir,8.579698349948943
impsai,8.5925601921168
hylla,8.628346614929175
caura,8.649674277528375
effola,8.66133431570007
gnets,8.66258678411542
datue,8.681384193537122
dinif,8.682545339649183
rerric,8.682769301484004
haton,8.714588239796067
redol,8.718195848832567
raour,8.740744086392356
arcal,8.763516189720969
aleta,8.852638802766128
prica,8.869496462222783
ornal,8.976160877647908
diars,9.00880693554344
alima,9.086469152785526
tiors,9.133498875696294
foust,9.146090834311961
rawks,9.167078878058547
paito,9.211469321262092
memen,9.255393538993065
beuxue,9.262712248021254
gamba,9.280184638102861
lodez,9.283448567166896
berma,9.292193584017406
marsuflez,9.338207774412787
syllos,9.478330947694317
monaus,9.492405990442483
rateu,9.497314589999052
tiate,9.520681498356353
limpa,9.521715351699813
caroif,9.566572893283425
narria,9.685641738598417
laria,9.699773590426307
acell,9.709734300833649
caose,9.71753630323157
mensa,9.761257022110422
uluse,9.831201303636782
caspa,9.865538005804023
phobs,9.874450946984306
sodiona,9.884798190192267
agees,9.950980606802899
ilour,9.965068309461385
emime,9.998119291616014
dilase,10.05420236606004
barpuie,10.061056320849271
arjux,10.168390631256875
arpin,10.178177545528955
acahs,10.200952696621606
lucots,10.230811759633372
volks,10.318969140393756
cofor,10.319086168004532
jents,10.345818348739122
geoif,10.355941974165665
huetis,10.36414335960843
glonnumi,10.3732501358445
cyanon,10.395910504352928
emphoc,10.416479778610283
argui,10.422555022341626
hipure,10.456120899777222
blima,10.46942225312227
sneystortes,10.540405298050313
zoord,10.556388485071308
acadge,10.568556637489499
igeus,10.604028394013666
sinur,10.679149982915325
cupli,10.68196642054077
jorma,10.706032029803103
grido,10.731279945682733
capotac,10.795550137328842
fomer,10.798151216378583
nuili,10.833160362457006
casase,10.898580355355257
sthai,10.92285765130514
poley,10.926340956385953
grahi,10.933295577799239
foreu,10.975656745407194
dibinon,10.979625421646327
linsa,11.042022560703908
durnat,11.060269135075117
formed,11.169755242764724
irama,11.292391495601029
oetta,11.339385070749046
drouc,11.423456213956898
cusept,11.455724861284892
novet,11.565644854392492
gauilit,11.592743210155623
untie,11.645718604833002
emeclue,11.660132296028694
bingt,11.670298454600278
feurost,11.727699265065828
brensi,11.860082623099297
alpays,11.902876231951511
payeas,11.910943414495138
bricem,12.04527723640181
inumoi,12.056673637546616
soronat,12.064209085578636
paima,12.116726744631567
ettiour,12.166363692877761
surpu,12.236627902027738
bemmels,12.253837228081771
vrips,12.380694431943212
hogas,12.436359512554265
araiewa,12.470481232566444
ukole,12.640070340624321
sibar,12.656049057634709
sloveme,12.713373213499214
uppla,12.923984395877818
flucor,12.949341403473507
calsol,13.056388475703368
hiete,13.195386582776113
kienlick,13.289429060734113
crowal,13.33466040230554
pliao,13.33615148475247
dynoni,13.357363696051406
komba,13.491529759200668
cubje,13.507870073749366
ludaut,13.525952049315016
clekka,13.631927693993674
susuft,13.650771992972182
oucan,13.749574759020513
humma,13.762325593917982
beratadem,13.787355560786672
enutoc,13.914580866730837
orpus,14.043471447391568
normio,14.241955572209891
rulos,14.480708533379477
duisop,14.556644198285799
ollua,14.665064564092315
wehra,14.784777174182269
potce,14.794789263600583
goglo,14.825648223321375
nikinen,14.900076569724268
khope,14.92786084190696
mizzo,15.137447849346735
rungo,15.276020018993362
vicius,15.423102109477206
ulaga,15.548248884371592
acott,15.727478707383515
opiza,15.758967563105855
covus,15.80563495826307
kaska,15.831981476376603
higuif,15.93852300858504
jugig,16.02133317783299
dorkacs,16.136884395824893
retmeme,16.292536996646184
vailh,16.402062048161348
flonk,16.561606181596133
jajud,16.608269537172873
jarua,16.64505494903382
totyr,16.892340264048997
vaboel,16.91737225753315
glucipelutaq,17.185967365537852
ruskur,17.1880776155566
einenus,17.51553584601247
gawlasco,17.73102552341963
digauzi,18.5540289968253
ophth,18.640180593723457
